Order_ID,Order_Date,Customer_ID,Customer_Name,Region,Segment,Category,Sub_Category,Sales,Quantity,Profit
ORD00498,2023-04-20,CUST0221,Customer_221,Central,Corporate,Office Supplies,Art,1560.19,7,119.88
ORD00499,2022-10-12,CUST0252,Customer_252,South,Home Office,Office Supplies,Art,256.03,9,48.58
ORD00500,2022-11-16,CUST0277,Customer_277,East,Corporate,Office Supplies,Storage,649.1,4,76.8
ORD00501,2023-05-30,CUST0004,Customer_4,Central,Home Office,Office Supplies,Binders,1120.5,1,159.64
ORD00502,2022-12-17,CUST0082,Customer_82,Central,Home Office,Technology,Copiers,1679.89,5,372.71
ORD00503,2022-11-10,CUST0242,Customer_242,Central,Home Office,Furniture,Chairs,1479.05,1,425.25
ORD00504,2022-08-15,CUST0050,Customer_50,West,Corporate,Office Supplies,Art,1991.12,3,50.07
ORD00505,2023-05-04,CUST0188,Customer_188,East,Corporate,Technology,Accessories,823.64,7,35.5
ORD00506,2022-07-18,CUST0149,Customer_149,Central,Corporate,Office Supplies,Art,1147.23,5,-43.38
ORD00507,2022-05-20,CUST0033,Customer_33,Central,Home Office,Technology,Copiers,137.36,3,20.32
ORD00508,2023-06-05,CUST0174,Customer_174,East,Consumer,Technology,Copiers,507.48,4,19.94
ORD00509,2022-04-01,CUST0007,Customer_7,South,Consumer,Technology,Accessories,142.27,1,38.22
ORD00510,2023-08-19,CUST0269,Customer_269,West,Home Office,Technology,Machines,490.41,3,32.08
ORD00511,2022-09-09,CUST0150,Customer_150,Central,Consumer,Technology,Accessories,527.69,10,115.08
ORD00512,2023-02-19,CUST0007,Customer_7,South,Consumer,Technology,Copiers,836.67,10,22.09
ORD00513,2022-04-08,CUST0244,Customer_244,West,Home Office,Furniture,Tables,674.6,1,47.42
ORD00514,2023-09-14,CUST0194,Customer_194,West,Consumer,Office Supplies,Paper,721.65,1,176.5
ORD00515,2022-07-07,CUST0199,Customer_199,West,Corporate,Furniture,Chairs,1381.83,10,83.66
ORD00516,2022-11-24,CUST0143,Customer_143,Central,Corporate,Technology,Phones,1289.27,1,103.01
ORD00517,2023-11-26,CUST0193,Customer_193,Central,Home Office,Technology,Machines,1862.3,10,536.12
ORD00518,2023-02-10,CUST0047,Customer_47,West,Consumer,Furniture,Bookcases,1120.03,8,1.35
ORD00519,2022-01-26,CUST0181,Customer_181,West,Consumer,Technology,Accessories,1279.67,2,165.54
ORD00520,2022-03-18,CUST0084,Customer_84,East,Consumer,Technology,Copiers,1994.47,6,237.39
ORD00521,2023-11-11,CUST0117,Customer_117,South,Consumer,Furniture,Tables,1338.88,9,292.99
ORD00522,2022-05-04,CUST0181,Customer_181,West,Consumer,Office Supplies,Paper,1371.55,5,205.17
ORD00523,2023-01-29,CUST0081,Customer_81,East,Consumer,Office Supplies,Paper,1880.55,3,184.0
ORD00524,2022-12-30,CUST0175,Customer_175,Central,Consumer,Office Supplies,Paper,982.84,7,166.65
ORD00525,2023-05-19,CUST0194,Customer_194,West,Consumer,Furniture,Bookcases,153.61,3,3.72
ORD00526,2022-12-26,CUST0020,Customer_20,South,Consumer,Furniture,Furnishings,1777.57,9,-43.25
ORD00527,2022-12-26,CUST0232,Customer_232,East,Consumer,Furniture,Bookcases,1070.64,4,100.12
ORD00528,2023-07-27,CUST0044,Customer_44,East,Corporate,Technology,Accessories,1772.67,1,-39.91
ORD00529,2023-07-15,CUST0231,Customer_231,West,Consumer,Furniture,Chairs,1435.49,6,173.23
ORD00530,2022-05-02,CUST0138,Customer_138,West,Consumer,Office Supplies,Paper,1846.86,7,171.31
ORD00531,2022-08-10,CUST0143,Customer_143,Central,Corporate,Office Supplies,Art,1922.21,7,234.36
ORD00532,2023-06-19,CUST0204,Customer_204,Central,Consumer,Furniture,Bookcases,1652.22,6,394.97
ORD00533,2022-11-27,CUST0279,Customer_279,West,Home Office,Office Supplies,Art,799.94,2,213.34
ORD00534,2022-02-18,CUST0233,Customer_233,South,Corporate,Furniture,Tables,337.32,4,1.08
ORD00535,2023-11-20,CUST0069,Customer_69,South,Corporate,Technology,Machines,1151.47,2,287.96
ORD00536,2023-09-29,CUST0069,Customer_69,South,Corporate,Technology,Accessories,1922.46,8,462.84
ORD00537,2023-11-02,CUST0133,Customer_133,Central,Consumer,Technology,Machines,1894.71,8,-126.2
ORD00538,2023-12-08,CUST0234,Customer_234,East,Home Office,Office Supplies,Paper,1738.08,5,254.45
ORD00539,2022-08-05,CUST0161,Customer_161,West,Corporate,Furniture,Bookcases,415.46,2,10.05
ORD00540,2023-12-06,CUST0034,Customer_34,East,Consumer,Technology,Copiers,573.47,10,118.69
ORD00541,2022-08-06,CUST0108,Customer_108,West,Home Office,Office Supplies,Art,1568.48,7,-103.73
ORD00542,2022-03-25,CUST0284,Customer_284,Central,Home Office,Furniture,Chairs,997.06,9,180.35
ORD00543,2022-02-03,CUST0236,Customer_236,South,Corporate,Furniture,Bookcases,1343.81,10,23.47
ORD00544,2023-12-25,CUST0217,Customer_217,South,Home Office,Office Supplies,Binders,729.34,10,-10.61
ORD00545,2022-04-28,CUST0009,Customer_9,West,Home Office,Furniture,Chairs,1896.07,8,-25.7
ORD00546,2023-03-23,CUST0194,Customer_194,West,Consumer,Furniture,Chairs,1479.74,10,386.91
ORD00547,2022-02-22,CUST0118,Customer_118,South,Corporate,Office Supplies,Storage,1431.67,7,145.0
ORD00548,2022-08-01,CUST0068,Customer_68,Central,Consumer,Technology,Phones,1608.08,3,294.61
ORD00549,2022-07-19,CUST0008,Customer_8,Central,Home Office,Office Supplies,Binders,59.77,9,10.11
ORD00550,2022-08-08,CUST0236,Customer_236,South,Corporate,Technology,Phones,658.29,4,156.24
ORD00551,2023-06-03,CUST0001,Customer_1,West,Consumer,Office Supplies,Art,1331.07,2,34.09
ORD00552,2022-11-21,CUST0274,Customer_274,East,Corporate,Furniture,Bookcases,1968.2,5,561.92
ORD00553,2023-05-13,CUST0243,Customer_243,Central,Consumer,Technology,Accessories,653.26,10,146.61
ORD00554,2022-11-09,CUST0082,Customer_82,Central,Home Office,Office Supplies,Art,530.38,5,108.45
ORD00555,2023-07-27,CUST0201,Customer_201,Central,Corporate,Office Supplies,Storage,1058.1,7,71.91
ORD00556,2022-02-27,CUST0195,Customer_195,East,Corporate,Technology,Phones,1375.86,1,148.71
ORD00557,2023-11-19,CUST0192,Customer_192,Central,Corporate,Office Supplies,Binders,1627.93,3,-99.93
ORD00558,2023-05-02,CUST0111,Customer_111,West,Corporate,Furniture,Bookcases,1727.75,6,3.49
ORD00559,2022-09-26,CUST0099,Customer_99,Central,Corporate,Furniture,Bookcases,668.63,9,-27.26
ORD00560,2023-03-11,CUST0284,Customer_284,Central,Home Office,Technology,Copiers,1892.92,3,107.06
ORD00561,2023-05-22,CUST0200,Customer_200,South,Consumer,Furniture,Bookcases,1566.99,2,19.19
ORD00562,2023-06-29,CUST0145,Customer_145,East,Home Office,Technology,Machines,1252.67,7,104.23
ORD00563,2023-11-24,CUST0052,Customer_52,East,Consumer,Office Supplies,Art,1165.0,8,293.42
ORD00564,2023-07-25,CUST0147,Customer_147,East,Corporate,Furniture,Bookcases,152.67,10,4.47
ORD00565,2022-07-23,CUST0191,Customer_191,West,Corporate,Furniture,Bookcases,81.96,8,1.25
ORD00566,2022-02-04,CUST0160,Customer_160,East,Home Office,Office Supplies,Binders,947.81,9,30.38
ORD00567,2023-06-18,CUST0049,Customer_49,South,Corporate,Furniture,Bookcases,1673.5,4,451.17
ORD00568,2022-12-16,CUST0054,Customer_54,Central,Consumer,Furniture,Tables,1985.58,3,452.39
ORD00569,2022-06-15,CUST0292,Customer_292,Central,Corporate,Office Supplies,Binders,1378.44,1,313.72
ORD00570,2023-06-09,CUST0263,Customer_263,South,Corporate,Furniture,Chairs,1872.02,3,259.56
ORD00571,2023-04-21,CUST0072,Customer_72,Central,Home Office,Office Supplies,Binders,471.27,10,130.71
ORD00572,2023-11-17,CUST0037,Customer_37,Central,Corporate,Technology,Machines,1731.35,7,-125.92
ORD00573,2022-11-30,CUST0126,Customer_126,South,Corporate,Furniture,Furnishings,178.13,10,52.8
ORD00574,2022-05-06,CUST0285,Customer_285,Central,Consumer,Furniture,Bookcases,158.69,7,42.79
ORD00575,2023-05-02,CUST0221,Customer_221,Central,Corporate,Furniture,Furnishings,744.19,1,90.38
ORD00576,2023-05-19,CUST0059,Customer_59,West,Corporate,Technology,Accessories,105.68,3,-2.21
ORD00577,2023-07-12,CUST0196,Customer_196,East,Corporate,Furniture,Chairs,1559.3,6,147.66
ORD00578,2023-06-28,CUST0016,Customer_16,South,Consumer,Technology,Machines,1179.5,4,61.7
ORD00579,2022-11-09,CUST0251,Customer_251,Central,Consumer,Technology,Copiers,315.49,10,-14.55
ORD00580,2023-02-03,CUST0135,Customer_135,West,Corporate,Office Supplies,Art,1952.12,7,120.65
ORD00581,2023-12-20,CUST0226,Customer_226,South,Consumer,Technology,Machines,676.6,8,176.72
ORD00582,2022-05-12,CUST0183,Customer_183,South,Corporate,Technology,Copiers,143.78,5,21.46
ORD00583,2023-08-26,CUST0125,Customer_125,South,Consumer,Furniture,Chairs,464.49,2,18.48
ORD00584,2023-12-27,CUST0181,Customer_181,West,Consumer,Furniture,Tables,1576.25,1,161.06
ORD00585,2023-09-26,CUST0153,Customer_153,East,Corporate,Furniture,Bookcases,833.78,5,2.38
ORD00586,2023-07-08,CUST0292,Customer_292,Central,Corporate,Technology,Machines,1376.72,6,156.67
ORD00587,2023-11-07,CUST0265,Customer_265,Central,Consumer,Technology,Copiers,1746.99,7,331.57
ORD00588,2023-06-28,CUST0197,Customer_197,East,Consumer,Furniture,Tables,220.31,10,33.79
ORD00589,2022-10-15,CUST0094,Customer_94,South,Corporate,Furniture,Chairs,72.59,6,1.88
ORD00590,2022-02-02,CUST0057,Customer_57,South,Corporate,Office Supplies,Paper,526.97,1,10.19
ORD00591,2023-11-01,CUST0288,Customer_288,West,Consumer,Technology,Accessories,1342.8,8,-98.26
ORD00592,2023-05-23,CUST0036,Customer_36,East,Consumer,Furniture,Furnishings,1533.48,4,-6.41
ORD00593,2022-04-02,CUST0161,Customer_161,West,Corporate,Furniture,Furnishings,595.33,5,139.86
ORD00594,2023-01-19,CUST0063,Customer_63,West,Corporate,Technology,Accessories,978.2,8,125.11
ORD00595,2022-05-09,CUST0145,Customer_145,East,Home Office,Furniture,Bookcases,1479.05,8,179.29
ORD00596,2023-10-09,CUST0099,Customer_99,Central,Corporate,Office Supplies,Storage,1387.7,5,101.3
ORD00597,2022-05-22,CUST0108,Customer_108,West,Home Office,Technology,Phones,1474.01,6,151.98
ORD00598,2023-10-19,CUST0266,Customer_266,West,Home Office,Furniture,Chairs,1185.61,8,156.11
ORD00599,2022-09-16,CUST0065,Customer_65,East,Home Office,Office Supplies,Art,1296.58,4,40.18
ORD00600,2023-06-08,CUST0057,Customer_57,South,Corporate,Office Supplies,Art,1964.16,3,201.07
ORD00601,2023-01-21,CUST0131,Customer_131,Central,Corporate,Furniture,Tables,1205.3,5,289.66
ORD00602,2022-01-30,CUST0114,Customer_114,East,Home Office,Office Supplies,Storage,324.11,4,75.28
ORD00603,2023-11-08,CUST0247,Customer_247,South,Consumer,Furniture,Bookcases,1296.37,10,282.18
ORD00604,2023-09-08,CUST0100,Customer_100,East,Home Office,Furniture,Tables,1051.63,4,141.4
ORD00605,2023-09-03,CUST0043,Customer_43,West,Consumer,Furniture,Furnishings,645.25,5,-29.33
ORD00606,2023-04-01,CUST0282,Customer_282,South,Consumer,Technology,Machines,1600.2,7,-96.13
ORD00607,2022-07-04,CUST0091,Customer_91,South,Consumer,Technology,Machines,1207.13,5,116.66
ORD00608,2022-11-03,CUST0169,Customer_169,West,Corporate,Technology,Machines,369.75,8,-0.57
ORD00609,2023-04-22,CUST0168,Customer_168,West,Corporate,Furniture,Furnishings,1415.34,9,18.25
ORD00610,2022-10-28,CUST0027,Customer_27,Central,Corporate,Furniture,Bookcases,1944.13,9,395.34
ORD00611,2023-10-05,CUST0192,Customer_192,Central,Corporate,Office Supplies,Paper,1143.03,5,-53.12
ORD00612,2022-07-02,CUST0162,Customer_162,South,Consumer,Office Supplies,Art,737.12,10,134.23
ORD00613,2023-04-01,CUST0082,Customer_82,Central,Home Office,Furniture,Bookcases,264.47,1,12.57
ORD00614,2023-06-07,CUST0085,Customer_85,East,Consumer,Furniture,Tables,798.69,7,172.3
ORD00615,2023-05-25,CUST0227,Customer_227,East,Corporate,Technology,Copiers,1226.54,10,36.89
ORD00616,2022-04-22,CUST0282,Customer_282,South,Consumer,Furniture,Chairs,1919.78,4,184.11
ORD00617,2022-04-03,CUST0216,Customer_216,West,Consumer,Technology,Accessories,407.14,4,68.37
ORD00618,2022-10-10,CUST0189,Customer_189,Central,Home Office,Office Supplies,Binders,665.96,10,51.08
ORD00619,2022-12-13,CUST0145,Customer_145,East,Home Office,Furniture,Tables,685.47,10,134.95
ORD00620,2023-10-04,CUST0177,Customer_177,Central,Corporate,Technology,Accessories,868.17,7,222.88
ORD00621,2023-01-08,CUST0054,Customer_54,Central,Consumer,Technology,Accessories,749.6,4,25.04
ORD00622,2023-10-08,CUST0266,Customer_266,West,Home Office,Technology,Machines,1440.25,10,303.81
ORD00623,2023-06-17,CUST0010,Customer_10,West,Consumer,Office Supplies,Paper,1714.36,8,156.08
ORD00624,2022-05-19,CUST0269,Customer_269,West,Home Office,Office Supplies,Binders,679.67,9,-29.62
ORD00625,2023-08-23,CUST0153,Customer_153,East,Corporate,Technology,Accessories,525.76,2,-32.13
ORD00626,2022-07-06,CUST0042,Customer_42,Central,Consumer,Furniture,Bookcases,561.82,3,21.55
ORD00627,2023-10-07,CUST0087,Customer_87,West,Corporate,Technology,Phones,1489.39,4,272.25
ORD00628,2023-03-11,CUST0068,Customer_68,Central,Consumer,Technology,Machines,1938.35,8,250.57
ORD00629,2022-12-25,CUST0104,Customer_104,Central,Consumer,Furniture,Chairs,101.34,2,16.46
ORD00630,2022-04-30,CUST0099,Customer_99,Central,Corporate,Technology,Accessories,1119.66,1,122.79
ORD00631,2022-05-12,CUST0237,Customer_237,East,Corporate,Furniture,Tables,369.77,6,24.96
ORD00632,2023-11-20,CUST0026,Customer_26,East,Corporate,Furniture,Bookcases,878.39,2,63.79
ORD00633,2022-10-26,CUST0173,Customer_173,East,Home Office,Furniture,Furnishings,1419.54,5,249.89
ORD00634,2022-10-14,CUST0045,Customer_45,West,Consumer,Office Supplies,Storage,890.15,5,190.07
ORD00635,2023-07-18,CUST0050,Customer_50,West,Corporate,Furniture,Chairs,527.66,9,41.16
ORD00636,2023-11-09,CUST0059,Customer_59,West,Corporate,Office Supplies,Paper,750.46,7,-6.94
ORD00637,2022-07-21,CUST0192,Customer_192,Central,Corporate,Office Supplies,Binders,955.36,4,-71.24
ORD00638,2023-02-11,CUST0149,Customer_149,Central,Corporate,Office Supplies,Binders,404.73,8,-9.01
ORD00639,2022-05-06,CUST0148,Customer_148,Central,Corporate,Furniture,Chairs,1521.71,1,317.91
ORD00640,2023-12-05,CUST0249,Customer_249,East,Consumer,Office Supplies,Art,182.55,4,23.89
ORD00641,2022-06-22,CUST0274,Customer_274,East,Corporate,Furniture,Furnishings,1724.73,6,216.19
ORD00642,2022-12-28,CUST0129,Customer_129,South,Consumer,Technology,Accessories,438.18,7,0.27
ORD00643,2023-11-11,CUST0033,Customer_33,Central,Home Office,Technology,Phones,666.87,7,159.45
ORD00644,2022-09-14,CUST0057,Customer_57,South,Corporate,Technology,Machines,1345.02,1,259.95
ORD00645,2022-09-22,CUST0044,Customer_44,East,Corporate,Furniture,Bookcases,567.87,10,35.56
ORD00646,2022-07-09,CUST0192,Customer_192,Central,Corporate,Office Supplies,Binders,1907.87,1,132.01
ORD00647,2023-04-08,CUST0210,Customer_210,South,Corporate,Technology,Machines,1538.76,7,139.27
ORD00648,2022-11-12,CUST0098,Customer_98,West,Consumer,Office Supplies,Storage,781.36,2,-36.25
ORD00649,2022-06-16,CUST0148,Customer_148,Central,Corporate,Office Supplies,Storage,1922.25,7,135.49
ORD00650,2023-12-29,CUST0176,Customer_176,East,Home Office,Furniture,Chairs,676.3,5,188.71
ORD00651,2023-08-20,CUST0290,Customer_290,South,Corporate,Technology,Copiers,1819.23,6,297.37
ORD00652,2022-01-18,CUST0011,Customer_11,South,Consumer,Technology,Machines,1698.14,5,222.65
ORD00653,2022-04-13,CUST0220,Customer_220,South,Consumer,Technology,Copiers,832.53,1,-10.25
ORD00654,2022-06-11,CUST0125,Customer_125,South,Consumer,Office Supplies,Storage,1380.18,6,79.18
ORD00655,2023-05-24,CUST0243,Customer_243,Central,Consumer,Furniture,Tables,1006.73,3,163.85
ORD00656,2022-03-04,CUST0219,Customer_219,Central,Home Office,Furniture,Tables,599.48,8,61.92
ORD00657,2023-08-08,CUST0167,Customer_167,East,Home Office,Technology,Machines,1419.39,4,-93.06
ORD00658,2023-10-11,CUST0156,Customer_156,East,Corporate,Furniture,Furnishings,753.04,7,27.12
ORD00659,2023-04-03,CUST0026,Customer_26,East,Corporate,Office Supplies,Storage,311.05,1,-23.63
ORD00660,2022-08-18,CUST0194,Customer_194,West,Consumer,Furniture,Bookcases,649.45,8,150.41
ORD00661,2023-02-15,CUST0281,Customer_281,Central,Corporate,Furniture,Chairs,1700.03,8,302.05
ORD00662,2023-06-24,CUST0034,Customer_34,East,Consumer,Office Supplies,Paper,1562.08,9,243.71
ORD00663,2022-07-27,CUST0121,Customer_121,East,Corporate,Office Supplies,Art,140.25,8,-3.52
ORD00664,2022-03-23,CUST0253,Customer_253,West,Consumer,Furniture,Bookcases,1093.79,9,107.75
ORD00665,2022-12-11,CUST0034,Customer_34,East,Consumer,Furniture,Chairs,1422.3,4,373.55
ORD00666,2023-08-04,CUST0005,Customer_5,West,Corporate,Furniture,Chairs,170.56,8,6.01
ORD00667,2023-01-06,CUST0041,Customer_41,East,Home Office,Furniture,Furnishings,1746.73,2,150.48
ORD00668,2023-11-16,CUST0236,Customer_236,South,Corporate,Office Supplies,Art,474.12,5,88.85
ORD00669,2023-06-30,CUST0048,Customer_48,East,Home Office,Office Supplies,Binders,871.27,10,-69.68
ORD00670,2022-06-07,CUST0111,Customer_111,West,Corporate,Furniture,Chairs,837.84,6,72.52
ORD00671,2023-04-15,CUST0129,Customer_129,South,Consumer,Furniture,Tables,1346.39,3,134.43
ORD00672,2023-10-05,CUST0084,Customer_84,East,Consumer,Technology,Copiers,835.83,5,119.15
ORD00673,2023-05-27,CUST0108,Customer_108,West,Home Office,Office Supplies,Art,73.29,4,5.78
ORD00674,2023-06-12,CUST0224,Customer_224,West,Corporate,Furniture,Bookcases,542.29,9,110.64
ORD00675,2023-07-25,CUST0148,Customer_148,Central,Corporate,Furniture,Tables,654.32,7,13.66
ORD00676,2023-06-13,CUST0002,Customer_2,Central,Home Office,Furniture,Tables,1991.96,4,370.35
ORD00677,2022-03-25,CUST0020,Customer_20,South,Consumer,Office Supplies,Binders,1005.88,7,208.39
ORD00678,2023-06-14,CUST0007,Customer_7,South,Consumer,Technology,Machines,345.7,8,-8.45
ORD00679,2022-05-05,CUST0268,Customer_268,West,Consumer,Office Supplies,Binders,728.84,10,-27.64
ORD00680,2023-07-18,CUST0134,Customer_134,East,Corporate,Furniture,Bookcases,173.19,2,34.98
ORD00681,2022-01-14,CUST0217,Customer_217,South,Home Office,Furniture,Bookcases,975.7,4,11.89
ORD00682,2023-10-02,CUST0136,Customer_136,West,Home Office,Office Supplies,Binders,990.06,1,-91.3
ORD00683,2022-03-13,CUST0160,Customer_160,East,Home Office,Technology,Phones,312.4,3,75.99
ORD00684,2023-02-16,CUST0040,Customer_40,Central,Consumer,Office Supplies,Paper,1023.18,3,195.2
ORD00685,2023-06-27,CUST0186,Customer_186,South,Home Office,Office Supplies,Paper,1753.02,8,444.26
ORD00686,2023-07-28,CUST0292,Customer_292,Central,Corporate,Technology,Accessories,416.7,4,-15.41
ORD00687,2022-04-23,CUST0215,Customer_215,East,Corporate,Furniture,Bookcases,1882.78,5,264.6
ORD00688,2022-11-24,CUST0289,Customer_289,Central,Consumer,Furniture,Chairs,1599.32,3,274.0
ORD00689,2023-08-09,CUST0175,Customer_175,Central,Consumer,Furniture,Chairs,304.73,3,44.51
ORD00690,2023-09-20,CUST0147,Customer_147,East,Corporate,Technology,Accessories,1617.74,6,469.98
ORD00691,2023-11-10,CUST0044,Customer_44,East,Corporate,Office Supplies,Art,1662.64,7,196.4
ORD00692,2023-04-09,CUST0072,Customer_72,Central,Home Office,Furniture,Tables,1067.29,3,148.91
ORD00693,2023-08-03,CUST0067,Customer_67,East,Corporate,Furniture,Furnishings,960.82,7,35.37
ORD00694,2022-11-15,CUST0155,Customer_155,Central,Consumer,Technology,Phones,281.26,10,81.75
ORD00695,2023-05-15,CUST0152,Customer_152,Central,Consumer,Office Supplies,Paper,1046.65,1,148.05
ORD00696,2022-12-08,CUST0022,Customer_22,South,Corporate,Office Supplies,Paper,1101.55,9,112.57
ORD00697,2023-01-01,CUST0077,Customer_77,Central,Corporate,Technology,Accessories,1162.15,2,298.35
ORD00698,2023-12-11,CUST0274,Customer_274,East,Corporate,Furniture,Chairs,1756.56,7,-121.92
ORD00699,2022-01-30,CUST0296,Customer_296,East,Home Office,Technology,Machines,1911.34,9,-110.28
ORD00700,2022-07-21,CUST0213,Customer_213,South,Consumer,Office Supplies,Storage,1042.39,4,60.47
ORD00701,2022-04-07,CUST0130,Customer_130,South,Consumer,Furniture,Furnishings,741.85,1,-1.78
ORD00702,2023-11-05,CUST0084,Customer_84,East,Consumer,Technology,Copiers,1651.65,5,339.56
ORD00703,2022-02-08,CUST0132,Customer_132,East,Corporate,Office Supplies,Storage,1047.8,1,109.85
ORD00704,2022-09-11,CUST0261,Customer_261,East,Home Office,Technology,Machines,1978.53,3,408.2
ORD00705,2023-10-05,CUST0172,Customer_172,East,Home Office,Office Supplies,Binders,854.26,3,209.97
ORD00706,2022-06-29,CUST0213,Customer_213,South,Consumer,Furniture,Tables,1301.04,6,308.02
ORD00707,2022-12-23,CUST0117,Customer_117,South,Consumer,Furniture,Chairs,1647.24,4,110.22
ORD00708,2023-01-18,CUST0186,Customer_186,South,Home Office,Office Supplies,Art,1704.66,5,193.11
ORD00709,2023-07-21,CUST0275,Customer_275,East,Home Office,Furniture,Chairs,1557.39,6,250.66
ORD00710,2023-01-12,CUST0250,Customer_250,East,Corporate,Technology,Copiers,1498.5,6,167.67
ORD00711,2022-02-02,CUST0114,Customer_114,East,Home Office,Technology,Copiers,1364.15,6,49.68
ORD00712,2022-09-27,CUST0094,Customer_94,South,Corporate,Furniture,Bookcases,1877.86,8,250.33
ORD00713,2023-10-10,CUST0008,Customer_8,Central,Home Office,Office Supplies,Paper,1648.92,10,39.3
ORD00714,2023-09-18,CUST0037,Customer_37,Central,Corporate,Office Supplies,Art,1304.69,9,373.22
ORD00715,2022-07-15,CUST0283,Customer_283,Central,Corporate,Technology,Machines,1708.44,2,277.47
ORD00716,2022-10-08,CUST0230,Customer_230,East,Corporate,Office Supplies,Paper,367.02,1,91.92
ORD00717,2023-07-30,CUST0167,Customer_167,East,Home Office,Office Supplies,Art,1050.08,7,213.69
ORD00718,2022-04-13,CUST0181,Customer_181,West,Consumer,Technology,Copiers,480.87,1,65.25
ORD00719,2023-11-10,CUST0181,Customer_181,West,Consumer,Office Supplies,Binders,1605.1,4,196.66
ORD00720,2023-09-16,CUST0018,Customer_18,West,Corporate,Furniture,Tables,833.99,3,39.37
ORD00721,2022-04-25,CUST0196,Customer_196,East,Corporate,Technology,Copiers,580.36,3,29.55
ORD00722,2023-04-19,CUST0294,Customer_294,Central,Consumer,Technology,Machines,221.37,10,63.74
ORD00723,2022-12-27,CUST0095,Customer_95,East,Home Office,Office Supplies,Paper,1572.22,1,394.35
ORD00724,2022-09-27,CUST0080,Customer_80,West,Corporate,Office Supplies,Binders,697.32,3,10.46
ORD00725,2023-02-21,CUST0215,Customer_215,East,Corporate,Office Supplies,Art,123.01,2,-6.02
ORD00726,2023-03-07,CUST0289,Customer_289,Central,Consumer,Furniture,Tables,483.22,8,137.51
ORD00727,2022-09-05,CUST0069,Customer_69,South,Corporate,Furniture,Bookcases,1133.24,9,221.2
ORD00728,2022-12-23,CUST0161,Customer_161,West,Corporate,Technology,Phones,1602.29,3,-112.44
ORD00729,2023-08-25,CUST0219,Customer_219,Central,Home Office,Office Supplies,Binders,189.16,2,33.37
ORD00730,2023-09-30,CUST0029,Customer_29,South,Consumer,Technology,Accessories,1802.17,8,142.55
ORD00731,2022-05-14,CUST0297,Customer_297,East,Consumer,Office Supplies,Paper,810.18,3,182.51
ORD00732,2022-09-30,CUST0264,Customer_264,East,Home Office,Office Supplies,Art,635.19,6,57.72
ORD00733,2022-12-24,CUST0243,Customer_243,Central,Consumer,Furniture,Tables,1277.37,1,-39.72
ORD00734,2022-12-24,CUST0127,Customer_127,West,Consumer,Furniture,Furnishings,1847.68,10,-50.09
ORD00735,2022-05-09,CUST0040,Customer_40,Central,Consumer,Furniture,Bookcases,1659.33,6,413.03
ORD00736,2022-06-12,CUST0216,Customer_216,West,Consumer,Office Supplies,Storage,89.88,3,11.8
ORD00737,2022-09-22,CUST0043,Customer_43,West,Consumer,Office Supplies,Paper,1487.62,5,138.98
ORD00738,2023-07-17,CUST0072,Customer_72,Central,Home Office,Technology,Machines,1776.09,5,337.06
ORD00739,2022-03-11,CUST0103,Customer_103,West,Home Office,Office Supplies,Binders,1769.03,1,441.07
ORD00740,2022-01-11,CUST0171,Customer_171,South,Home Office,Furniture,Tables,1867.74,6,-90.31
ORD00741,2022-12-29,CUST0142,Customer_142,East,Consumer,Office Supplies,Paper,1566.64,10,193.47
ORD00742,2023-06-10,CUST0029,Customer_29,South,Consumer,Furniture,Tables,425.23,6,-35.08
ORD00743,2022-01-05,CUST0207,Customer_207,East,Home Office,Technology,Phones,1102.66,6,22.53
ORD00744,2023-07-21,CUST0262,Customer_262,East,Corporate,Furniture,Chairs,418.4,9,4.69
ORD00745,2022-09-25,CUST0024,Customer_24,South,Consumer,Technology,Copiers,1346.73,7,316.32
ORD00746,2022-02-03,CUST0244,Customer_244,West,Home Office,Furniture,Chairs,373.73,10,60.79
ORD00747,2022-06-23,CUST0030,Customer_30,West,Home Office,Technology,Machines,1082.51,4,65.6
ORD00748,2022-08-20,CUST0210,Customer_210,South,Corporate,Furniture,Tables,836.11,5,11.87
ORD00749,2022-09-19,CUST0037,Customer_37,Central,Corporate,Office Supplies,Storage,1842.96,8,522.04
ORD00750,2022-05-05,CUST0167,Customer_167,East,Home Office,Office Supplies,Art,1431.85,9,195.17
ORD00751,2023-07-19,CUST0243,Customer_243,Central,Consumer,Furniture,Chairs,1363.31,1,-73.42
ORD00752,2022-02-19,CUST0235,Customer_235,East,Corporate,Furniture,Furnishings,1229.62,3,40.8
ORD00753,2022-10-13,CUST0070,Customer_70,West,Corporate,Furniture,Tables,1979.8,2,-4.97
ORD00754,2022-04-17,CUST0037,Customer_37,Central,Corporate,Furniture,Tables,1015.51,9,268.5
ORD00755,2023-09-01,CUST0265,Customer_265,Central,Consumer,Furniture,Chairs,1093.81,9,7.92
ORD00756,2022-09-06,CUST0011,Customer_11,South,Consumer,Technology,Phones,1255.98,8,317.64
ORD00757,2023-10-28,CUST0198,Customer_198,West,Consumer,Office Supplies,Paper,439.72,2,56.56
ORD00758,2022-10-02,CUST0188,Customer_188,East,Corporate,Furniture,Chairs,1281.29,5,284.9
ORD00759,2022-08-31,CUST0140,Customer_140,Central,Home Office,Technology,Phones,1075.08,3,-25.18
ORD00760,2023-03-21,CUST0192,Customer_192,Central,Corporate,Office Supplies,Binders,806.54,7,28.61
